topic_id;exam;official_area;topic_ru;facts_to_cover_ru;key_terms_es;recommended_cefr_level;target_text_count;generated_text_count;priority;source_ref
T5-027;CCSE;Tarea 5 Sociedad española;Sistema Nacional de Salud;Система здравоохранения включает услуги, гарантированные публичными властями, государство координирует через Ministerio de Sanidad, большинство компетенций передано автономиям;Sistema Nacional de Salud|Ministerio de Sanidad|comunidades autónomas|protección de la salud;A2;3;0;high;CCSE Manual 2026 Tarea 5
T5-028;CCSE;Tarea 5 Sociedad española;Медицинские учреждения;Centro de salud для первичной помощи и семейного врача или педиатра, centro de especialidades для специалистов, hospital для госпитализации и хирургии, есть urgencias и atención domiciliaria;centro de salud|médico de familia|pediatra|centro de especialidades|hospital|urgencias;A1;4;4;high;CCSE Manual 2026 Tarea 5
T5-029;CCSE;Tarea 5 Sociedad española;Европейская санитарная карта и донорство;Tarjeta sanitaria europea действует 2 года для использования в странах ЕС, Испания много лет лидер по донорству органов, Organización Nacional de Trasplantes получила Premio Príncipe de Asturias;tarjeta sanitaria europea|dos años|Unión Europea|donación de órganos|Organización Nacional de Trasplantes;A2;2;0;medium;CCSE Manual 2026 Tarea 5
T5-030;CCSE;Tarea 5 Sociedad española;Социальные службы и помощь;Государство даёт ayudas через Seguridad Social, например Ingreso Mínimo Vital, пенсии по вдовству, сиротству или постоянной нетрудоспособности, автономии дают скидки и помощь семьям, детям, молодёжи и пожилым;Servicios sociales|Seguridad Social|Ingreso Mínimo Vital|pensión|IMSERSO|ayudas;A2;3;0;medium;CCSE Manual 2026 Tarea 5
T5-031;CCSE;Tarea 5 Sociedad española;ONG, ONCE и инвалидность;Cáritas, Cruz Roja, AECC помогают социально и санитарно, ONCE работает для интеграции людей с нарушениями зрения и защиты прав людей с инвалидностью;Cáritas|Cruz Roja|AECC|ONCE|discapacidad visual|integración;A2;2;0;medium;CCSE Manual 2026 Tarea 5
T5-032;CCSE;Tarea 5 Sociedad española;Экстренные номера;112 бесплатный номер любых чрезвычайных ситуаций в ЕС, 016 бесплатная круглосуточная помощь жертвам гендерного насилия, 016 не оставляет следа в телефонном счёте;112|emergencias|Unión Europea|016|violencia de género|24 horas;A1;3;3;high;CCSE Manual 2026 Tarea 5
T5-033;CCSE;Tarea 5 Sociedad española;Медиа и телевидение;RTVE это публичная корпорация, La 1 общий канал, La 2 культурный, Clan детский, 24 horas новости, Teledeporte спорт, частные группы Atresmedia и Mediaset, автономные каналы Canal Sur, ETB, Telemadrid, TV3, TVG;RTVE|La 1|La 2|Clan|24 horas|Teledeporte|Atresmedia|Mediaset|Canal Sur|TV3;A2;5;0;medium;CCSE Manual 2026 Tarea 5
T5-034;CCSE;Tarea 5 Sociedad española;Пресса и радио;Национальные газеты ABC, El Mundo, El País, La Razón, La Vanguardia, региональные и спортивные издания, публичное радио Radio Nacional, частные Cadena SER, COPE и Onda Cero;ABC|El Mundo|El País|La Razón|La Vanguardia|Radio Nacional|Cadena SER|COPE|Onda Cero;A2;3;0;medium;CCSE Manual 2026 Tarea 5
T5-035;CCSE;Tarea 5 Sociedad española;Единицы измерения;Испания использует Sistema Internacional, базовые единицы metro, kilogramo, segundo, также употребляются minuto, hora, día, hectárea, litro, tonelada, бытовые выражения cuarto, medio, tres cuartos;Sistema Internacional|metro|kilogramo|segundo|litro|tonelada|cuarto|medio;A2;2;0;low;CCSE Manual 2026 Tarea 5
T5-036;CCSE;Tarea 5 Sociedad española;Права потребителей;Конституция защищает безопасность, здоровье и экономические интересы потребителей, правила касаются этикеток, цен, скидок, информации, гарантии товара и возврата;consumidores|usuarios|etiquetado|rebajas|garantía|devolución|Agencia de Consumo;B1;3;0;medium;CCSE Manual 2026 Tarea 5
T5-037;CCSE;Tarea 5 Sociedad española;Бытовые сервисы;Farmacia продаёт лекарства с рецептом и без, есть дежурные 24 часа, Correos отправляет почту, quiosco продаёт прессу, estanco продаёт табак и марки, mercado municipal продаёт свежие продукты;farmacia|receta médica|24 horas|Correos|quiosco|estanco|mercado municipal;A1;4;4;high;CCSE Manual 2026 Tarea 5
T5-038;CCSE;Tarea 5 Sociedad española;Правила в публичных местах;В парках и общественных местах нужно уважать людей, правила и расписания, не есть и не пить где запрещено, не курить у больниц и школ, не топтать газон и не рвать цветы;zonas de recreo|normas|no fumar|hospital|centro educativo|no pisar el césped|flores;A1;3;3;medium;CCSE Manual 2026 Tarea 5
T5-039;CCSE;Tarea 5 Sociedad española;Дорожные правила;Предел скорости 120 км/ч на autopista или autovía, 90 на обычной дороге, 20-30-50 в городе, ремень безопасности обязателен для всех пассажиров, алкогольный лимит 0,5 г/л;autopista|autovía|120 km/h|90 km/h|cinturón de seguridad|0,5 g/l|alcoholemia;A1;4;4;high;CCSE Manual 2026 Tarea 5
T5-040;CCSE;Tarea 5 Sociedad española;Обязанности владельца автомобиля;Нужно зарегистрировать и поставить машину на номера, иметь seguro, проходить ITV, платить ежегодные налоги, не давать машину людям без прав, иметь действующие права и не потерять все puntos;coche|matrícula|seguro|ITV|impuestos|carné en vigor|puntos del carné;A2;3;0;high;CCSE Manual 2026 Tarea 5
T5-041;CCSE;Tarea 5 Sociedad española;Городской и железнодорожный транспорт;В Испании есть metro, autobús, tranvía, taxi, trenes de cercanías, media и larga distancia, такси свободно если горит зелёный свет или cartel Libre;metro|autobús|tranvía|taxi|luz verde|Libre|cercanías|larga distancia;A1;3;3;high;CCSE Manual 2026 Tarea 5
T5-042;CCSE;Tarea 5 Sociedad española;Поезда, аэропорты и порты;Renfe публичная железнодорожная компания, OUIGO и Iryo частные high speed, AVE, ALVIA и ALARIS высокоскоростные поезда, главные аэропорты Madrid-Barajas, Barcelona-El Prat, Palma, Málaga, порты Algeciras, Barcelona, Las Palmas, Bilbao, Valencia, Vigo;Renfe|OUIGO|Iryo|AVE|ALVIA|Madrid-Barajas|El Prat|Algeciras|Barcelona|Valencia;A2;5;0;medium;CCSE Manual 2026 Tarea 5
T5-043;CCSE;Tarea 5 Sociedad española;Этикет в транспорте;Нужно соблюдать очередь, не курить, уступать место пожилым, людям с ограниченной мобильностью и беременным, сначала дать выйти, не говорить с водителем без необходимости, занимать указанное место если места пронумерованы;transporte público|respetar la fila|ceder el asiento|dejar salir antes de entrar|no fumar|asiento asignado;A1;3;3;medium;CCSE Manual 2026 Tarea 5
T5-044;CCSE;Tarea 5 Sociedad española;Экономика Испании;Экономика Испании 5-я в ЕС и 14-я в мире по абсолютным показателям, евро используется с 2002 вместо peseta, крупнейший сектор услуг, затем промышленность и строительство, затем сельское хозяйство, рыболовство и животноводство;economía|Unión Europea|euro|peseta|sector terciario|sector secundario|sector primario;A2;4;0;high;CCSE Manual 2026 Tarea 5
T5-045;CCSE;Tarea 5 Sociedad española;PIB, turismo и торговля;PIB per cápita ниже среднего ЕС, высокий туризм, Испания импортирует нефть и производные, автомобильные компоненты, текстиль, экспортирует автомобили, фрукты, овощи, вино, масло, обувь и лекарства, торговля главным образом с ЕС;PIB per cápita|turismo|importar petróleo|exportar automóviles|frutas|vino|aceite|calzado|Unión Europea;A2;5;0;medium;CCSE Manual 2026 Tarea 5
T5-046;CCSE;Tarea 5 Sociedad española;Инновации и экономические институты;Испания выделяется в возобновляемой энергетике, биотехнологиях, фармацевтике, транспорте и технологических малых и средних компаниях, важны Banco de España, Bolsa IBEX 35, ICEX, CES, Seguridad Social;energías renovables|biotecnología|farmacéutico|Banco de España|IBEX 35|ICEX|CES|Seguridad Social;A2;4;0;medium;CCSE Manual 2026 Tarea 5
T5-047;CCSE;Tarea 5 Sociedad española;Работа и категории населения;Минимальный возраст работы 16 лет, люди классифицируются как ocupadas, paradas или desempleadas, inactivas и jubiladas;trabajar|16 años|ocupado|parado|desempleado|inactivo|jubilado;A1;3;3;high;CCSE Manual 2026 Tarea 5
T5-048;CCSE;Tarea 5 Sociedad española;Трудовое право и налоги;Главный трудовой закон Estatuto de los Trabajadores, convenios colectivos подписывают компания и представители работников, прямые налоги включают IRPF и Sociedades, косвенные налоги включают IVA;Estatuto de los Trabajadores|convenios colectivos|IRPF|Impuesto de Sociedades|IVA|impuestos directos|impuestos indirectos;B1;4;0;high;CCSE Manual 2026 Tarea 5
DELE-001;DELE A2;Comprensión de lectura;Чтение: объявления и короткие тексты;Тренировать короткие объявления, расписания, афиши, email и бытовые сообщения, искать конкретную информацию кто, где, когда, цена, время, условие;comprensión de lectura|anuncio|horario|correo electrónico|precio|fecha|lugar;A1;5;5;high;DELE A2 guide
DELE-002;DELE A2;Comprensión de lectura;Чтение: соответствие текстов и людей;Тренировать сопоставление описаний людей с предложениями, курсами, мероприятиями, услугами, объявлениями о жилье или работе;relacionar|personas|ofertas|cursos|actividades|servicios|vivienda|trabajo;A1;4;4;high;DELE A2 guide
DELE-003;DELE A2;Comprensión de lectura;Чтение: личные письма и простые рассказы;Тренировать понимание писем, сообщений и рассказов о семье, путешествии, городе, учёбе, работе, планах и прошлом опыте;carta personal|mensaje|familia|viaje|ciudad|estudios|trabajo|planes;A1;5;5;high;DELE A2 guide
DELE-004;DELE A2;Comprensión de lectura;Чтение: инструкции и правила;Тренировать простые правила в транспорте, музее, школе, парке, медицинском центре, администрации и магазине;instrucciones|normas|transporte|museo|escuela|parque|centro de salud|tienda;A1;4;4;medium;DELE A2 guide
DELE-005;DELE A2;Comprensión auditiva;Аудирование: короткие сообщения;Тренировать объявления по телефону, в транспорте, магазине, школе, клинике и администрации, распознавать числа, время, даты и места;comprensión auditiva|mensaje|teléfono|transporte|números|horas|fechas|lugares;A1;5;5;high;DELE A2 guide
DELE-006;DELE A2;Comprensión auditiva;Аудирование: диалоги;Тренировать бытовые диалоги в баре, магазине, квартире, банке, поликлинике, на работе и в учебном центре, понимать просьбу, решение и следующий шаг;diálogo|bar|tienda|vivienda|banco|centro de salud|trabajo|pedir ayuda;A1;5;5;high;DELE A2 guide
DELE-007;DELE A2;Comprensión auditiva;Аудирование: радио и публичные объявления;Тренировать краткие новости и объявления о погоде, транспорте, культурном событии, расписании, изменении услуги и безопасности;radio|noticia breve|tiempo|transporte público|evento cultural|horario|seguridad;A1;4;4;medium;DELE A2 guide
DELE-008;DELE A2;Expresión e interacción escritas;Письмо: короткое сообщение;Тренировать email или сообщение другу, соседу, школе или администрации, сообщить факт, попросить услугу, объяснить причину, предложить время и завершить вежливо;correo electrónico|mensaje|pedir un favor|explicar|proponer|saludar|despedirse;A1;6;6;high;DELE A2 guide
DELE-009;DELE A2;Expresión e interacción escritas;Письмо: описание опыта или плана;Тренировать текст о поездке, переезде, празднике, семье, работе, учебё или посещении учреждения, использовать настоящее, прошедшее и ближайшее будущее;describir|experiencia|plan|viaje|mudanza|fiesta|familia|trabajo|estudios;A1;6;6;high;DELE A2 guide
DELE-010;DELE A2;Expresión e interacción escritas;Письмо: связки и A2-грамматика;Отрабатывать porque, pero, también, además, primero, después, entonces, por eso, сравнения, даты, времена, согласование рода и числа;porque|pero|también|además|primero|después|por eso|género|número;A1;4;4;high;DELE A2 guide
DELE-011;DELE A2;Expresión e interacción orales;Устная часть: presentación personal;Тренировать рассказ о себе 2-3 минуты: имя, происхождение, город, семья, работа, учёба, распорядок, свободное время, планы, почему учишь испанский;presentación personal|me llamo|soy de|vivo en|familia|trabajo|estudios|tiempo libre|planes;A0;6;6;high;DELE A2 guide
DELE-012;DELE A2;Expresión e interacción orales;Устная часть: descripción de una imagen;Тренировать описание фотографии: кто на изображении, где находятся, что делают, погода, одежда, предметы, настроение, предположения;describir una imagen|hay|está|están|lleva|parece|a la derecha|a la izquierda|al fondo;A1;6;6;high;DELE A2 guide
DELE-013;DELE A2;Expresión e interacción orales;Устная часть: conversación simulada;Тренировать диалоги после описания картинки: попросить информацию, купить билет, записаться на приём, договориться о встрече, пожаловаться, извиниться, предложить решение;conversación|situación simulada|pedir información|comprar|cita|quedar|quejarse|disculparse;A1;6;6;high;DELE A2 guide
DELE-014;DELE A2;Funciones comunicativas;A2-функции для гражданской тематики;Тексты должны регулярно тренировать как спросить дорогу, оформить документ, записаться в центр здоровья, объяснить адрес, рассказать о празднике, сравнить города и описать правила;preguntar|documento|cita previa|dirección|fiesta|comparar|normas|trámite;A1;5;5;high;DELE A2 guide
DELE-015;DELE A2;Léxico transversal;Лексика для экзамена и жизни в Испании;Словарные поля: документы, администрация, образование, здоровье, жильё, транспорт, работа, покупки, еда, праздники, семья, культура и география;documentos|administración|educación|salud|vivienda|transporte|trabajo|compras|comida|fiestas;A2;8;0;high;DELE A2 guide
